firmwareVersion,vendorType,phyIndex,relPos,boardNum,phyClass,softVersion,serverDate,isFRU,alias,bom,physicalFlag,deviceName,deviceIp,containedIn,beginDate,cleiCode,mfgName,desc,name,hardVersion,remark,asset,model,assetNumber,serialNum,buildInfo,devId
,0,121001,1,,5,,2016-01-29T14:22:23-05:00,2,,,0,2920,10.10.10.6,110001,,,Hewlett-Packard,HP J9727A Switch Expansion Module Bay,Expansion Module A Bay,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=205&phyIndex=121001,,,,,205
,0,221001,1,,5,,2016-01-29T14:22:23-05:00,2,,,0,2920,10.10.10.6,210001,,,Hewlett-Packard,HP J9727A Switch Expansion Module Bay,Expansion Module A Bay,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=205&phyIndex=221001,,,,,205
,0,221002,2,,5,,2016-01-29T14:22:23-05:00,2,,,0,2920,10.10.10.6,210001,,,Hewlett-Packard,HP J9727A Switch Expansion Module Bay,Expansion Module B Bay,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=205&phyIndex=221002,,,,,205
,0,121002,2,,5,,2016-01-29T14:22:23-05:00,2,,,0,2920,10.10.10.6,110001,,,Hewlett-Packard,HP J9727A Switch Expansion Module Bay,Expansion Module B Bay,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=205&phyIndex=121002,,,,,205
,0,210001,9,,5,,2016-01-29T14:22:23-05:00,2,,,0,2920,10.10.10.6,201001,,,Hewlett-Packard,HP J9727A Switch expansion module pseudocontainer,Expansion module pseudocontainer,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=205&phyIndex=210001,,,,,205
,0,110001,9,,5,,2016-01-29T14:22:23-05:00,2,,,0,2920,10.10.10.6,101001,,,Hewlett-Packard,HP J9727A Switch expansion module pseudocontainer,Expansion module pseudocontainer,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=205&phyIndex=110001,,,,,205
,0,10001,9,,5,,2016-01-29T14:03:15-05:00,2,,,0,3800_2,10.10.10.4,1001,,,Hewlett-Packard,HP J9573A Switch expansion module pseudocontainer,Expansion module pseudocontainer,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=202&phyIndex=10001,,,,,202
,0,10001,9,,5,,2016-01-29T14:01:00-05:00,2,,,0,Jan-00,10.10.10.3,1001,,,Hewlett-Packard,HP J9573A Switch expansion module pseudocontainer,Expansion module pseudocontainer,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=198&phyIndex=10001,,,,,198
K.15.08,1.3.6.1.4.1.11.2.3.7.11.50.41,64,1,SG3ZGBH063 ,9,K.16.01.0004,2016-01-26T15:21:16-05:00,1,,,0,HP-5406zl,10.10.10.2,47,,,Hewlett-Packard,HP J9857A Adv Svs v2 zl Module,F,1,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=53&phyIndex=64,J9857A,,SG3ZGBH063 ,,53
,1.3.6.1.4.1.11.2.3.7.8.3.2,11,1,,7,,2016-01-29T19:20:19-05:00,2,,,0,HP-3500yl-24G,10.12.10.10,3,,,Hewlett-Packard,HP J8692A Switch fan,Fan,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=211&phyIndex=11,,,,,211
,1.3.6.1.4.1.11.2.3.7.8.3.2,11001,1,,7,,2016-01-29T14:01:00-05:00,2,,,0,Jan-00,10.10.10.3,3001,,,Hewlett-Packard,HP J9573A Switch fan,Fan 1,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=198&phyIndex=11001,,,,,198
,1.3.6.1.4.1.11.2.3.7.8.3.2,11001,1,,7,,2016-01-29T14:03:15-05:00,2,,,0,3800_2,10.10.10.4,3001,,,Hewlett-Packard,HP J9573A Switch fan,Fan 1,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=202&phyIndex=11001,,,,,202
,1.3.6.1.4.1.11.2.3.7.8.3.2,111001,1,,7,,2016-01-29T14:22:23-05:00,2,,,0,2920,10.10.10.6,103001,,,Hewlett-Packard,HP J9727A Switch fan,Fan 1,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=205&phyIndex=111001,,,,,205
,1.3.6.1.4.1.11.2.3.7.8.3.2,211001,1,,7,,2016-01-29T14:22:23-05:00,2,,,0,2920,10.10.10.6,203001,,,Hewlett-Packard,HP J9727A Switch fan,Fan 1,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=205&phyIndex=211001,,,,,205
,0,198,1,CN43G340DQ,7,,2016-02-03T08:06:16-05:00,1,,,0,5900 10GbE Base-T,10.20.10.10,18,,,,FAN UNIT,FAN 1,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=221&phyIndex=198,,,CN43G340DQ,,221
,1.3.6.1.4.1.11.2.3.7.8.3.2,11,1,,7,,2016-01-26T15:21:16-05:00,2,,,0,HP-5406zl,10.10.10.2,3,,,Hewlett-Packard,HP J8697A Switch fan,Fan 1,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=53&phyIndex=11,,,,,53
,1.3.6.1.4.1.11.2.14.11.15.3.1.7.1,100,1,,7,,2016-01-26T15:21:29-05:00,2,,,0,HP830_WSC,10.10.10.5,20,,,HP,Fan #1,Fan1,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=31&phyIndex=100,,,,,31
,0,12,1,,7,,2016-01-26T15:27:11-05:00,2,,,0,830wired.lab.local,10.101.0.231,5,,,,FAN,FAN1,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=75&phyIndex=12,,,,,75
,0,68,1,,7,,2016-01-26T15:20:43-05:00,2,,,0,HP_5500EI,192.168.1.221,14,,,,FAN UNIT,Fan1,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=10&phyIndex=68,,,,,10
,0,74,1,,7,,2016-01-26T15:20:43-05:00,2,,,0,HP_5500EI,192.168.1.221,20,,,,FAN UNIT,Fan1,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=10&phyIndex=74,,,,,10
,1.3.6.1.4.1.43.45.1.10.3.1.7.2,13,1,,7,,2016-01-26T15:43:57-05:00,1,,,0,4210,10.101.0.227,6,,,3Com,Fan,Fan1,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=107&phyIndex=13,,,,,107
,1.3.6.1.4.1.11.2.3.7.8.3.2,12,2,,7,,2016-01-26T15:21:16-05:00,2,,,0,HP-5406zl,10.10.10.2,3,,,Hewlett-Packard,HP J8697A Switch fan,Fan 2,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=53&phyIndex=12,,,,,53
,0,199,1,CN32G34009,7,,2016-02-03T08:06:16-05:00,1,,,0,5900 10GbE Base-T,10.20.10.10,19,,,,FAN UNIT,FAN 2,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=221&phyIndex=199,,,CN32G34009,,221
,1.3.6.1.4.1.11.2.3.7.8.3.2,211002,2,,7,,2016-01-29T14:22:23-05:00,2,,,0,2920,10.10.10.6,203001,,,Hewlett-Packard,HP J9727A Switch fan,Fan 2,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=205&phyIndex=211002,,,,,205
,1.3.6.1.4.1.11.2.3.7.8.3.2,111002,2,,7,,2016-01-29T14:22:23-05:00,2,,,0,2920,10.10.10.6,103001,,,Hewlett-Packard,HP J9727A Switch fan,Fan 2,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=205&phyIndex=111002,,,,,205
,1.3.6.1.4.1.11.2.3.7.8.3.2,11002,2,,7,,2016-01-29T14:03:15-05:00,2,,,0,3800_2,10.10.10.4,3001,,,Hewlett-Packard,HP J9573A Switch fan,Fan 2,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=202&phyIndex=11002,,,,,202
,1.3.6.1.4.1.11.2.3.7.8.3.2,11002,2,,7,,2016-01-29T14:01:00-05:00,2,,,0,Jan-00,10.10.10.3,3001,,,Hewlett-Packard,HP J9573A Switch fan,Fan 2,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=198&phyIndex=11002,,,,,198
,1.3.6.1.4.1.43.45.1.10.3.1.7.2,14,1,,7,,2016-01-26T15:43:57-05:00,1,,,0,4210,10.101.0.227,7,,,3Com,Fan,Fan2,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=107&phyIndex=14,,,,,107
,0,13,1,,7,,2016-01-26T15:27:11-05:00,2,,,0,830wired.lab.local,10.101.0.231,6,,,,FAN,FAN2,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=75&phyIndex=13,,,,,75
,1.3.6.1.4.1.11.2.14.11.15.3.1.7.1,101,1,,7,,2016-01-26T15:21:29-05:00,2,,,0,HP830_WSC,10.10.10.5,21,,,HP,Fan #2,Fan2,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=31&phyIndex=101,,,,,31
,1.3.6.1.4.1.11.2.3.7.8.3.2,11003,3,,7,,2016-01-29T14:01:00-05:00,2,,,0,Jan-00,10.10.10.3,3001,,,Hewlett-Packard,HP J9573A Switch fan,Fan 3,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=198&phyIndex=11003,,,,,198
,1.3.6.1.4.1.11.2.3.7.8.3.2,11003,3,,7,,2016-01-29T14:03:15-05:00,2,,,0,3800_2,10.10.10.4,3001,,,Hewlett-Packard,HP J9573A Switch fan,Fan 3,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=202&phyIndex=11003,,,,,202
,1.3.6.1.4.1.11.2.3.7.8.3.2,111003,3,,7,,2016-01-29T14:22:23-05:00,2,,,0,2920,10.10.10.6,103001,,,Hewlett-Packard,HP J9727A Switch fan,Fan 3,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=205&phyIndex=111003,,,,,205
,1.3.6.1.4.1.11.2.3.7.8.3.2,211003,3,,7,,2016-01-29T14:22:23-05:00,2,,,0,2920,10.10.10.6,203001,,,Hewlett-Packard,HP J9727A Switch fan,Fan 3,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=205&phyIndex=211003,,,,,205
,1.3.6.1.4.1.11.2.3.7.8.3.2,11004,4,,7,,2016-01-29T14:03:15-05:00,2,,,0,3800_2,10.10.10.4,3001,,,Hewlett-Packard,HP J9573A Switch fan,Fan 4,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=202&phyIndex=11004,,,,,202
,1.3.6.1.4.1.11.2.3.7.8.3.2,11004,4,,7,,2016-01-29T14:01:00-05:00,2,,,0,Jan-00,10.10.10.3,3001,,,Hewlett-Packard,HP J9573A Switch fan,Fan 4,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=198&phyIndex=11004,,,,,198
,0,3001,2,,5,,2016-01-29T14:01:00-05:00,1,,,0,Jan-00,10.10.10.3,1001,,,Hewlett-Packard,HP J9573A Switch fan tray container,Fan Tray,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=198&phyIndex=3001,,,,,198
,0,3001,2,,5,,2016-01-29T14:03:15-05:00,1,,,0,3800_2,10.10.10.4,1001,,,Hewlett-Packard,HP J9573A Switch fan tray container,Fan Tray,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=202&phyIndex=3001,,,,,202
,0,203001,2,,5,,2016-01-29T14:22:23-05:00,2,,,0,2920,10.10.10.6,201001,,,Hewlett-Packard,HP J9727A Switch fan tray container,Fan Tray,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=205&phyIndex=203001,,,,,205
,0,103001,2,,5,,2016-01-29T14:22:23-05:00,2,,,0,2920,10.10.10.6,101001,,,Hewlett-Packard,HP J9727A Switch fan tray container,Fan Tray,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=205&phyIndex=103001,,,,,205
,0,3,2,,5,,2016-01-29T19:20:19-05:00,2,,,0,HP-3500yl-24G,10.12.10.10,1,,,Hewlett-Packard,HP J8692A Switch fan tray container,Fan Tray,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=211&phyIndex=3,,,,,211
,0,3,2,,5,,2016-01-26T15:21:16-05:00,2,,,0,HP-5406zl,10.10.10.2,1,,,Hewlett-Packard,HP J8697A Switch fan tray container,Fan Tray,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=53&phyIndex=3,,,,,53
,1.3.6.1.4.1.9.12.3.1.10.16,32,0,,10,,2016-01-26T15:20:40-05:00,2,,,0,router.lab.local,10.101.0.1,3,,,Cisco,MV96340 Ethernet,FastEthernet0/0,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=15&phyIndex=32,,,,,15
,1.3.6.1.4.1.9.12.3.1.10.16,9,0,,10,,2016-01-27T01:12:21-05:00,2,,,0,router2wan,10.254.0.3,3,,,Cisco,Gt96k FE,FastEthernet0/0,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=90&phyIndex=9,,,,,90
,1.3.6.1.4.1.9.12.3.1.10.16,10,0,,10,,2016-01-27T01:11:30-05:00,2,,,0,core1WAN,10.254.0.1,1,,,,AmdFE,FastEthernet0/0,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=85&phyIndex=10,,,,,85
,1.3.6.1.4.1.9.12.3.1.10.16,9,0,,10,,2016-01-27T01:10:55-05:00,2,,,0,router1wan,10.254.0.2,3,,,Cisco,Gt96k FE,FastEthernet0/0,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=82&phyIndex=9,,,,,82
,1.3.6.1.4.1.9.12.3.1.10.16,8,0,,10,,2016-01-27T01:12:51-05:00,2,,,0,router6wan,10.254.0.7,3,,,Cisco,Gt96k FE,FastEthernet0/0,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=100&phyIndex=8,,,,,100
,1.3.6.1.4.1.9.12.3.1.10.16,9,0,,10,,2016-01-27T01:12:25-05:00,2,,,0,router5,10.254.0.6,3,,,Cisco,Gt96k FE,FastEthernet0/0,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=96&phyIndex=9,,,,,96
,1.3.6.1.4.1.9.12.3.1.10.16,9,0,,10,,2016-01-27T01:12:18-05:00,2,,,0,router4,10.254.0.5,3,,,Cisco,Gt96k FE,FastEthernet0/0,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=94&phyIndex=9,,,,,94
,1.3.6.1.4.1.9.12.3.1.10.16,9,0,,10,,2016-01-27T01:12:14-05:00,2,,,0,router3wan,10.254.0.4,3,,,Cisco,Gt96k FE,FastEthernet0/0,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=92&phyIndex=9,,,,,92
,1.3.6.1.4.1.9.12.3.1.10.16,10,0,,10,,2016-01-29T19:19:36-05:00,2,,,0,R1Br4Core,10.11.10.1,3,,,Cisco,AmdFE,FastEthernet0/0,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=210&phyIndex=10,,,,,210
,1.3.6.1.4.1.9.12.3.1.10.16,8,0,,10,,2016-01-29T19:19:01-05:00,2,,,0,R1Br3Core,10.12.10.1,1,,,,AmdFE,FastEthernet0/0,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=208&phyIndex=8,,,,,208
,1.3.6.1.4.1.9.12.3.1.10.16,9,1,,10,,2016-01-29T19:19:01-05:00,2,,,0,R1Br3Core,10.12.10.1,1,,,,AmdFE,FastEthernet0/1,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=208&phyIndex=9,,,,,208
,1.3.6.1.4.1.9.12.3.1.10.16,11,1,,10,,2016-01-29T19:19:36-05:00,2,,,0,R1Br4Core,10.11.10.1,3,,,Cisco,AmdFE,FastEthernet0/1,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=210&phyIndex=11,,,,,210
,1.3.6.1.4.1.9.12.3.1.10.16,10,1,,10,,2016-01-27T01:12:14-05:00,2,,,0,router3wan,10.254.0.4,3,,,Cisco,Gt96k FE,FastEthernet0/1,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=92&phyIndex=10,,,,,92
,1.3.6.1.4.1.9.12.3.1.10.16,10,1,,10,,2016-01-27T01:12:18-05:00,2,,,0,router4,10.254.0.5,3,,,Cisco,Gt96k FE,FastEthernet0/1,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=94&phyIndex=10,,,,,94
,1.3.6.1.4.1.9.12.3.1.10.16,10,1,,10,,2016-01-27T01:12:25-05:00,2,,,0,router5,10.254.0.6,3,,,Cisco,Gt96k FE,FastEthernet0/1,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=96&phyIndex=10,,,,,96
,1.3.6.1.4.1.9.12.3.1.10.16,9,1,,10,,2016-01-27T01:12:51-05:00,2,,,0,router6wan,10.254.0.7,3,,,Cisco,Gt96k FE,FastEthernet0/1,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=100&phyIndex=9,,,,,100
,1.3.6.1.4.1.9.12.3.1.10.16,10,1,,10,,2016-01-27T01:10:55-05:00,2,,,0,router1wan,10.254.0.2,3,,,Cisco,Gt96k FE,FastEthernet0/1,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=82&phyIndex=10,,,,,82
,1.3.6.1.4.1.9.12.3.1.10.16,12,1,,10,,2016-01-27T01:11:30-05:00,2,,,0,core1WAN,10.254.0.1,1,,,,AmdFE,FastEthernet0/1,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=85&phyIndex=12,,,,,85
,1.3.6.1.4.1.9.12.3.1.10.16,10,1,,10,,2016-01-27T01:12:21-05:00,2,,,0,router2wan,10.254.0.3,3,,,Cisco,Gt96k FE,FastEthernet0/1,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=90&phyIndex=10,,,,,90
,1.3.6.1.4.1.9.12.3.1.10.16,33,1,,10,,2016-01-26T15:20:40-05:00,2,,,0,router.lab.local,10.101.0.1,3,,,Cisco,MV96340 Ethernet,FastEthernet0/1,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=15&phyIndex=33,,,,,15
,1.3.6.1.4.1.9.12.3.1.10.48,1007,3,,10,,2016-01-27T01:31:04-05:00,2,10001,,0,ciscosiwtch3.lab.local,10.10.10.32,1002,,,,FastEthernet0/1,FastEthernet0/1,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=4&phyIndex=1007,,,,,4
,1.3.6.1.4.1.9.12.3.1.10.48,1007,3,,10,,2016-01-27T01:05:10-05:00,2,10001,,0,switch2,10.254.0.101,1002,,,,FastEthernet0/1,FastEthernet0/1,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=6&phyIndex=1007,,,,,6
,1.3.6.1.4.1.9.12.3.1.10.48,1007,3,,10,,2016-01-27T01:05:10-05:00,2,10001,,0,switch4,10.254.0.103,1002,,,,FastEthernet0/1,FastEthernet0/1,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=8&phyIndex=1007,,,,,8
,1.3.6.1.4.1.9.12.3.1.10.48,1016,12,,10,,2016-01-27T01:05:10-05:00,2,10010,,0,switch2,10.254.0.101,1002,,,,FastEthernet0/10,FastEthernet0/10,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=6&phyIndex=1016,,,,,6
,1.3.6.1.4.1.9.12.3.1.10.48,1016,12,,10,,2016-01-27T01:31:04-05:00,2,10010,,0,ciscosiwtch3.lab.local,10.10.10.32,1002,,,,FastEthernet0/10,FastEthernet0/10,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=4&phyIndex=1016,,,,,4
,1.3.6.1.4.1.9.12.3.1.10.48,1016,12,,10,,2016-01-27T01:05:10-05:00,2,10010,,0,switch4,10.254.0.103,1002,,,,FastEthernet0/10,FastEthernet0/10,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=8&phyIndex=1016,,,,,8
,1.3.6.1.4.1.9.12.3.1.10.48,1017,13,,10,,2016-01-27T01:05:10-05:00,2,10011,,0,switch4,10.254.0.103,1002,,,,FastEthernet0/11,FastEthernet0/11,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=8&phyIndex=1017,,,,,8
,1.3.6.1.4.1.9.12.3.1.10.48,1017,13,,10,,2016-01-27T01:31:04-05:00,2,10011,,0,ciscosiwtch3.lab.local,10.10.10.32,1002,,,,FastEthernet0/11,FastEthernet0/11,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=4&phyIndex=1017,,,,,4
,1.3.6.1.4.1.9.12.3.1.10.48,1017,13,,10,,2016-01-27T01:05:10-05:00,2,10011,,0,switch2,10.254.0.101,1002,,,,FastEthernet0/11,FastEthernet0/11,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=6&phyIndex=1017,,,,,6
,1.3.6.1.4.1.9.12.3.1.10.48,1018,14,,10,,2016-01-27T01:05:10-05:00,2,10012,,0,switch2,10.254.0.101,1002,,,,FastEthernet0/12,FastEthernet0/12,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=6&phyIndex=1018,,,,,6
,1.3.6.1.4.1.9.12.3.1.10.48,1018,14,,10,,2016-01-27T01:31:04-05:00,2,10012,,0,ciscosiwtch3.lab.local,10.10.10.32,1002,,,,FastEthernet0/12,FastEthernet0/12,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=4&phyIndex=1018,,,,,4
,1.3.6.1.4.1.9.12.3.1.10.48,1018,14,,10,,2016-01-27T01:05:10-05:00,2,10012,,0,switch4,10.254.0.103,1002,,,,FastEthernet0/12,FastEthernet0/12,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=8&phyIndex=1018,,,,,8
,1.3.6.1.4.1.9.12.3.1.10.48,1019,15,,10,,2016-01-27T01:05:10-05:00,2,10013,,0,switch4,10.254.0.103,1002,,,,FastEthernet0/13,FastEthernet0/13,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=8&phyIndex=1019,,,,,8
,1.3.6.1.4.1.9.12.3.1.10.48,1019,15,,10,,2016-01-27T01:31:04-05:00,2,10013,,0,ciscosiwtch3.lab.local,10.10.10.32,1002,,,,FastEthernet0/13,FastEthernet0/13,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=4&phyIndex=1019,,,,,4
,1.3.6.1.4.1.9.12.3.1.10.48,1019,15,,10,,2016-01-27T01:05:10-05:00,2,10013,,0,switch2,10.254.0.101,1002,,,,FastEthernet0/13,FastEthernet0/13,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=6&phyIndex=1019,,,,,6
,1.3.6.1.4.1.9.12.3.1.10.48,1020,16,,10,,2016-01-27T01:05:10-05:00,2,10014,,0,switch2,10.254.0.101,1002,,,,FastEthernet0/14,FastEthernet0/14,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=6&phyIndex=1020,,,,,6
,1.3.6.1.4.1.9.12.3.1.10.48,1020,16,,10,,2016-01-27T01:31:04-05:00,2,10014,,0,ciscosiwtch3.lab.local,10.10.10.32,1002,,,,FastEthernet0/14,FastEthernet0/14,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=4&phyIndex=1020,,,,,4
,1.3.6.1.4.1.9.12.3.1.10.48,1020,16,,10,,2016-01-27T01:05:10-05:00,2,10014,,0,switch4,10.254.0.103,1002,,,,FastEthernet0/14,FastEthernet0/14,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=8&phyIndex=1020,,,,,8
,1.3.6.1.4.1.9.12.3.1.10.48,1021,17,,10,,2016-01-27T01:05:10-05:00,2,10015,,0,switch4,10.254.0.103,1002,,,,FastEthernet0/15,FastEthernet0/15,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=8&phyIndex=1021,,,,,8
,1.3.6.1.4.1.9.12.3.1.10.48,1021,17,,10,,2016-01-27T01:31:04-05:00,2,10015,,0,ciscosiwtch3.lab.local,10.10.10.32,1002,,,,FastEthernet0/15,FastEthernet0/15,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=4&phyIndex=1021,,,,,4
,1.3.6.1.4.1.9.12.3.1.10.48,1021,17,,10,,2016-01-27T01:05:10-05:00,2,10015,,0,switch2,10.254.0.101,1002,,,,FastEthernet0/15,FastEthernet0/15,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=6&phyIndex=1021,,,,,6
,1.3.6.1.4.1.9.12.3.1.10.48,1022,18,,10,,2016-01-27T01:05:10-05:00,2,10016,,0,switch2,10.254.0.101,1002,,,,FastEthernet0/16,FastEthernet0/16,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=6&phyIndex=1022,,,,,6
,1.3.6.1.4.1.9.12.3.1.10.48,1022,18,,10,,2016-01-27T01:31:04-05:00,2,10016,,0,ciscosiwtch3.lab.local,10.10.10.32,1002,,,,FastEthernet0/16,FastEthernet0/16,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=4&phyIndex=1022,,,,,4
,1.3.6.1.4.1.9.12.3.1.10.48,1022,18,,10,,2016-01-27T01:05:10-05:00,2,10016,,0,switch4,10.254.0.103,1002,,,,FastEthernet0/16,FastEthernet0/16,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=8&phyIndex=1022,,,,,8
,1.3.6.1.4.1.9.12.3.1.10.48,1023,19,,10,,2016-01-27T01:05:10-05:00,2,10017,,0,switch4,10.254.0.103,1002,,,,FastEthernet0/17,FastEthernet0/17,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=8&phyIndex=1023,,,,,8
,1.3.6.1.4.1.9.12.3.1.10.48,1023,19,,10,,2016-01-27T01:31:04-05:00,2,10017,,0,ciscosiwtch3.lab.local,10.10.10.32,1002,,,,FastEthernet0/17,FastEthernet0/17,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=4&phyIndex=1023,,,,,4
,1.3.6.1.4.1.9.12.3.1.10.48,1023,19,,10,,2016-01-27T01:05:10-05:00,2,10017,,0,switch2,10.254.0.101,1002,,,,FastEthernet0/17,FastEthernet0/17,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=6&phyIndex=1023,,,,,6
,1.3.6.1.4.1.9.12.3.1.10.48,1024,20,,10,,2016-01-27T01:05:10-05:00,2,10018,,0,switch2,10.254.0.101,1002,,,,FastEthernet0/18,FastEthernet0/18,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=6&phyIndex=1024,,,,,6
,1.3.6.1.4.1.9.12.3.1.10.48,1024,20,,10,,2016-01-27T01:31:04-05:00,2,10018,,0,ciscosiwtch3.lab.local,10.10.10.32,1002,,,,FastEthernet0/18,FastEthernet0/18,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=4&phyIndex=1024,,,,,4
,1.3.6.1.4.1.9.12.3.1.10.48,1024,20,,10,,2016-01-27T01:05:10-05:00,2,10018,,0,switch4,10.254.0.103,1002,,,,FastEthernet0/18,FastEthernet0/18,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=8&phyIndex=1024,,,,,8
,1.3.6.1.4.1.9.12.3.1.10.48,1025,21,,10,,2016-01-27T01:05:10-05:00,2,10019,,0,switch4,10.254.0.103,1002,,,,FastEthernet0/19,FastEthernet0/19,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=8&phyIndex=1025,,,,,8
,1.3.6.1.4.1.9.12.3.1.10.48,1025,21,,10,,2016-01-27T01:31:04-05:00,2,10019,,0,ciscosiwtch3.lab.local,10.10.10.32,1002,,,,FastEthernet0/19,FastEthernet0/19,,,http://10.101.0.203:8080/imcrs/netasset/asset/detail?devId=4&phyIndex=1025,,,,,4
